Category,Access_No,Title,Authors,Asset_Code,Department,Subject,Edition,Date_Year,Call_No,Publisher,Place,ISBN,Price,Bill_Date,Vendor,Pages
Books,1074,Jagannatha Of Puri,"Pai, Anant",RVUN22LB0478,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1075,Konark,"Pai, Anant",RVUN22LB0479,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1076,Bahubali,"Pai, Anant",RVUN22LB0480,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1078,Tales From The Upanishads,"Pai, Anant",RVUN22LB0482,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1079,Elephanta,"Pai, Anant",RVUN22LB0483,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,0,03/19/2022 0:00,Amazon,
Books,1080,The Golden Mongoose,"Pai, Anant",RVUN22LB0484,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,0,03/20/2022 0:00,Amazon,
Books,1081,Ganga,"Pai, Anant",RVUN22LB0485,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,0,03/21/2022 0:00,Amazon,
Books,1082,Saraswathi,"Pai, Anant",RVUN22LB0486,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78935E+12,0,03/22/2022 0:00,Amazon,
Books,1083,Harishchandra,"Pai, Anant",RVUN22LB0487,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,0,03/23/2022 0:00,Amazon,
Books,1084,Savitri,"Pai, Anant",RVUN22LB0488,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,0,03/24/2022 0:00,Amazon,
Books,1085,Agastya,"Pai, Anant",RVUN22LB0489,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,0,03/25/2022 0:00,Amazon,
Books,1086,Tripura,"Pai, Anant",RVUN22LB0490,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78882E+12,0,03/26/2022 0:00,Amazon,
Books,1087,Vishwamitra,"Pai, Anant",RVUN22LB0491,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,0,03/27/2022 0:00,Amazon,
Books,1088,Buddha,"Pai, Anant",RVUN22LB0492,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,0,03/28/2022 0:00,Amazon,
Books,1089,Thanjavur,"Pai, Anant",RVUN22LB0493,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1091,Indra And Shachi,"Pai, Anant",RVUN22LB0495,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1093,Ganesha,"Pai, Anant",RVUN22LB0497,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,61.4,03/18/2022 0:00,Amazon,31
Books,1094,Ashwini Kumars,"Pai, Anant",RVUN22LB0498,School of Liberal Arts and Sciences,Comics,,2021,894 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,61.4,03/18/2022 0:00,Amazon,31
Books,808,Poonachi,"Murugan, Perumal.",RVUN22LB0212,School of Liberal Arts and Sciences,Fiction,,2019,894.811372 MUR,Other,,9.78939E+12,350,04/25/2022 0:00,Sri Book World,184
Books,139,Avasthe: A Novel,"Ananthamurthy, U.R.",RVUN21LB0139,School of Liberal Arts and Sciences,Literature,,2020,894.81437 ANA,Harper,Noida,978-9390327829,499,10/25/2021 0:00,Book Paradise,211
Books,140,Avasthe: A Novel,"Ananthamurthy, U.R.",RVUN21LB0140,School of Liberal Arts and Sciences,Literature,,2020,894.81437 ANA,Harper,Noida,978-9390327829,499,10/25/2021 0:00,Book Paradise,211
Books,141,Samskara A Rite For A Dead Man,"Ananthamurthy, U.R.",RVUN21LB0141,School of Liberal Arts and Sciences,Literature,2nd Ed,2018,894.81437 ANA,Oxford University Press,New Delhi,9.7802E+12,245,10/25/2021 0:00,Book Paradise,143
Books,142,Samskara A Rite For A Dead Man,"Ananthamurthy, U.R.",RVUN21LB0142,School of Liberal Arts and Sciences,Literature,2nd Ed,2018,894.81437 ANA,Oxford University Press,New Delhi,9.7802E+12,245,10/25/2021 0:00,Book Paradise,143
Books,634,Ghachar Ghochar,"Shanbhag, Vivek.",RVUN22LB0038,School of Liberal Arts and Sciences,Fiction,1,2016,894.814371 SHA,Harper,,9.78935E+12,299,03/17/2022 0:00,SK Publisher and Distributors,117
Books,549,Kafka On The Shore,"Murakami, Haruki",RVUN21LB0669,School of Liberal Arts and Sciences,Paleosiberian  literature,,2005,895.635 MUR,Vintage,,978-0099494096,499,03/29/2022 0:00,Book Paradise,615
Books,305,Ideas That Changed The World,"Fernandez-Armestro, Felipe.",RVUN21LB0305,School of Design and Innovations,History,,2004,909 FER,Dorling Kindersley,,978-1405305938,1977.33,10/2/22 0:00,Page - 3,400
Books,725,Sapiens A Graphic History Volume 02,"Harari, Yuval N.",RVUN22LB0129,School of Liberal Arts and Sciences,Non fiction,1,2015,909 HAR,Jonathan cape,,978-1787333765,1099,04/18/2022 0:00,Sapna book house,240
Books,736,Sapiens : A Brief History  Of Humankind,"Harari, Yuval N.",RVUN22LB0140,School of Liberal Arts and Sciences,Non fiction,1,2015,909 HAR,Vintage,,978-0099590088,599,04/18/2023 0:00,Sapna book house,498
Books,104,The Incredible History Of The Indian Ocean,"Sanjeev, Sanyal.",RVUN21LB0104,School of Liberal Arts and Sciences,History,1st ed.,2020,909.09824 SAN,Puffin,Gurugram,978-0143446019,250,10/25/2021 0:00,Book Paradise,298
Books,778,21 Lessons For The 21St Century,"Harari, Yuval N.",RVUN22LB0182,School of Liberal Arts and Sciences,Non fiction,1,2019,909.83 HAR,Vintage,,978-1787330672,599,04/18/2022 0:00,Sapna book house,352
Books,147,My India,"Corbett, Jim",RVUN21LB0147,School of Liberal Arts and Sciences,Geography and travel,,2018,915.4 JIM,Rupa Publications,New Delhi,978-9353040666,195,10/25/2021 0:00,Book Paradise,179
Books,717,Alberunis India,Edward c sachau,RVUN22LB0121,School of Liberal Arts and Sciences,History,15,2021,915.40322 EDW,Rupa Publications,,9.78817E+12,595,04/18/2022 0:00,Sapna book house,l820
Books,986,The Greedy Mother-In-Law,"Pai, Anant",RVUN22LB0390,School of Liberal Arts and Sciences,Civil and and landscape art,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,997,Tales Of Misers,"Pai, Anant",RVUN22LB0401,School of Liberal Arts and Sciences,Civil and and landscape art,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,960,The Jackal And The Wardrum,"Pai, Anant",RVUN22LB0364,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,961,The Jackal And The Wardrum,"Pai, Anant",RVUN22LB0365,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,962,Monkey Stories,"Pai, Anant",RVUN22LB0366,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,963,Monkey Stories,"Pai, Anant",RVUN22LB0367,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,964,Jackal Stories,"Pai, Anant",RVUN22LB0368,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,966,Elephant Stories,"Pai, Anant",RVUN22LB0370,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,967,Elephant Stories,"Pai, Anant",RVUN22LB0371,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,968,Deer Stories,"Pai, Anant",RVUN22LB0372,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,969,Deer Stories,"Pai, Anant",RVUN22LB0373,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,970,Choice Of Friends,"Pai, Anant",RVUN22LB0374,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,971,Choice Of Friends,"Pai, Anant",RVUN22LB0375,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,972,How The Jackal Ate The Elephant,"Pai, Anant",RVUN22LB0376,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,973,How The Jackal Ate The Elephant,"Pai, Anant",RVUN22LB0377,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,974,Crows And Owls,"Pai, Anant",RVUN22LB0378,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,975,Crows And Owls,"Pai, Anant",RVUN22LB0379,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,976,The Brahmin And The Goad,"Pai, Anant",RVUN22LB0380,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2023 0:00,Amazon,32
Books,977,The Brahmin And The Goad,"Pai, Anant",RVUN22LB0381,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,,32
Books,978,Bird Stories,"Pai, Anant",RVUN22LB0382,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,979,Bird Stories,"Pai, Anant",RVUN22LB0383,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,980,The Magic Chant,"Pai, Anant",RVUN22LB0384,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,981,The Magic Chant,"Pai, Anant",RVUN22LB0385,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,982,The Giant And The Dwarf,"Pai, Anant",RVUN22LB0386,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,983,The Giant And The Dwarf,"Pai, Anant",RVUN22LB0387,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,984,The Mouse Merchant,"Pai, Anant",RVUN22LB0388,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,985,The Mouse Merchant,"Pai, Anant",RVUN22LB0389,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,987,The Greedy Mother-In-Law,"Pai, Anant",RVUN22LB0391,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,988,The Dullard,"Pai, Anant",RVUN22LB0392,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,989,The Dullard,"Pai, Anant",RVUN22LB0393,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,990,Stories Of Wisdom,"Pai, Anant",RVUN22LB0394,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78182E+11,64.7,03/17/2022 0:00,Amazon,32
Books,991,Stories Of Wisdom,"Pai, Anant",RVUN22LB0395,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78182E+11,64.7,03/17/2022 0:00,Amazon,32
Books,994,Stories Of Courage,"Pai, Anant",RVUN22LB0398,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,995,Stories Of Courage,"Pai, Anant",RVUN22LB0399,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,32,03/17/2022 0:00,Amazon,32
Books,996,Tales Of Misers,"Pai, Anant",RVUN22LB0400,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,999,The Hidden Treasure,"Pai, Anant",RVUN22LB0403,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,1000,Nandivishala,"Pai, Anant",RVUN22LB0404,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+13,64.7,03/17/2022 0:00,Amazon,32
Books,1001,Nandivishala,"Pai, Anant",RVUN22LB0405,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+13,64.7,03/17/2022 0:00,Amazon,32
Books,1002,How Friends Are Parted,"Pai, Anant",RVUN22LB0406,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,1003,How Friends Are Parted,"Pai, Anant",RVUN22LB0407,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,1004,The Deadly Feast,"Pai, Anant",RVUN22LB0408,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,1005,The Deadly Feast,"Pai, Anant",RVUN22LB0409,School of Liberal Arts and Sciences,Comics,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78819E+12,64.7,03/17/2022 0:00,Amazon,32
Books,965,Jackal Stories,"Pai, Anant",RVUN22LB0369,School of Liberal Arts and Sciences,Communication,,2022,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,998,The Hidden Treasure,"Pai, Anant",RVUN22LB0402,School of Liberal Arts and Sciences,Communication,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,992,True Friends,"Pai, Anant",RVUN22LB0396,School of Liberal Arts and Sciences,Comics,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,993,True Friends,"Pai, Anant",RVUN22LB0397,School of Liberal Arts and Sciences,Communication,,2021,920 PAI,Amar Chitra Katha Pvt Ltd,,9.78818E+12,64.7,03/17/2022 0:00,Amazon,32
Books,578,Indians: A Brief History Of A Civilization,"Arora, Namit",RVUN21LB0698,School of Liberal Arts and Sciences,History,,2021,934 ARO,Penguin,,978-0670090433,599,03/29/2022 0:00,Book Paradise,296
Books,579,Indians: A Brief History Of A Civilization,"Arora, Namit",RVUN21LB0699,School of Liberal Arts and Sciences,History,,2021,934 ARO,Penguin,,978-0670090433,599,03/29/2022 0:00,Book Paradise,296
Books,75,A Brief History Of A Civilization,"Arora, Namit",RVUN21LB0075,School of Liberal Arts and Sciences,History,,2021,934 ARO,Penguin,Gurugram,978-0670090433,1250,10/25/2021 0:00,Book Paradise,304
Books,654,Ancient Indian Inscriptions,"Goyal, S.R.",RVUN22LB0058,School of Liberal Arts and Sciences,History,1,2014,934 GOY,Kbw,,,700,03/17/2022 0:00,SK Publisher and distributors,
Books,662,Studies In The History Of The Deccan And South India,"Goyal, S.R.",RVUN22LB0066,School of Liberal Arts and Sciences,History,1,2014,934 GOY,Kbw,,,375,03/17/2022 0:00,SK Publisher and Distributors,
Books,145,Indians: A Brief History Of A Civilization,"Arora, Namit",RVUN21LB0145,School of Liberal Arts and Sciences,History,,2021,934 NAM,Penguin,Gurgaon,978-0670090433,599,10/25/2021 0:00,Book Paradise,296
Books,107,India'S Ancient Past,Sharma R.S.,RVUN21LB0107,School of Liberal Arts and Sciences,History,,2006,934 SHA,Oxford University Press,New Delhi,978-0195687859,395,10/25/2021 0:00,Book Paradise,387
Books,840,A History Of Ancient And Early Medival India,"Singh, Upinder",RVUN22LB0244,School of Liberal Arts and Sciences,History,,2009,934 SIN,Pearson,,9.78813E+12,799,04/25/2022 0:00,Sri book world,677
Books,111,"The Great Hindu Civilisation: Achievement, Neglect, Bias And The Way Forward","Verma,  Pavan K.",RVUN21LB0111,School of Liberal Arts and Sciences,History,,2021,934 VER,Westland,Chennai,978939-0679966,799,10/25/2021 0:00,Book Paradise,403
Books,85,History Of Medieval India,"Chandra,Satish",RVUN21LB0085,School of Liberal Arts and Sciences,History,1st ed.,2017,934.01 CHA,Orient Blackswan,Hyderabad,9.78939E+12,450,10/25/2021 0:00,Book Paradise,418
Books,672,Ancient India,"Goyal, S.R.",RVUN22LB0076,School of Liberal Arts and Sciences,History,1,2015,934.01 GOY,Kusumanjali Book World,,,400,03/17/2022 0:00,SK Publisher and Distributors,
Books,659,175 Years Of Vakataka History And Historiography,"Goyal, S.R.",RVUN22LB0063,School of Liberal Arts and Sciences,History,1,2014,934.05 GOY,Kusumanjali Book World,,,325,03/17/2022 0:00,SK Publisher and Distributors,
Books,652,A History Of The Vakataka Gupta Relations,"Goyal, S.R.",RVUN22LB0056,School of Liberal Arts and Sciences,History,1,2018,934.06 GOY,Kbw,,,650,03/17/2022 0:00,SK Publisher and Distributors,154
Books,658,The Imperial Guptas,"Goyal, S.R.",RVUN22LB0062,School of Liberal Arts and Sciences,History,1,2014,934.06 GOY,Kbw,,,1200,03/17/2022 0:00,SK Publisher and Distributors,l480
Books,667,Harsha,"Goyal, S.R.",RVUN22LB0071,School of Liberal Arts and Sciences,History,1,2014,934.07092 GOY,Kusumanjali Book World,,,850,02/17/2023 0:00,SK Publisher and Distributors,
Books,814,Man'S Search For Meaning,"Frankl, Viktor E.",RVUN22LB0218,School of Liberal Arts and Sciences,Non fiction,,2004,940.5318092 FRA,Penguin,,9.78184E+12,399,04/25/2022 0:00,Sri Book World,160
Books,639,An Introduction To The Study Of Indian History,"Kosambi, D. D",RVUN22LB0043,School of Liberal Arts and Sciences,History,1,2016,954  KOS,Sage,,9.78939E+12,375,03/17/2022 0:00,SK Publisher and Distributors,234
Books,547,The Wonder  That Was India,"Basham, A. L.",RVUN21LB0667,School of Liberal Arts and Sciences,History of india,,2004,954 BAS,Picador,,978-93899109344,599,03/29/2022 0:00,,572
Books,76,The Wonder That Was India,"Basham, A. L.",RVUN21LB0076,School of Liberal Arts and Sciences,History,,2019,954 BAS,Picador,New Delhi,978-9389109344,599,10/25/2021 0:00,Book Paradise,304
Books,77,The Wonder That Was India,"Basham, A. L.",RVUN21LB0077,School of Liberal Arts and Sciences,History,,2019,954 BAS,Picador,New Delhi,978-9389109344,599,10/25/2021 0:00,Book Paradise,304
Books,671,Probings In Indian History,"Goyal, S.R.",RVUN22LB0075,School of Liberal Arts and Sciences,History,1,2015,954 GOY,Kusumanjali Book World,,,650,03/17/2022 0:00,SK Publisher and Distributors,
Books,673,Early India Historical Probings,"Goyal, S.R.",RVUN22LB0077,School of Liberal Arts and Sciences,History,1,2015,954 GOY,Kusumanjali Book World,,,650,03/17/2022 0:00,SK Publisher and Distributors,
Books,554,India A History,"Keay, John.",RVUN21LB0674,School of Liberal Arts and Sciences,History of india,,2010,954 KEA,Harper,,978-0007307753,799,03/29/2022 0:00,Book Paratdise,704
Books,98,The Discovery Of India,"Nehru, Jawaharlal",RVUN21LB0098,School of Liberal Arts and Sciences,History,,2008,954 NEH,Penguin,Gurugram,978-0143031031,699,10/25/2021 0:00,Book Paradise,642
Books,146,The Discovery Of India,"Nehru, Jawaharlal",RVUN21LB0146,School of Liberal Arts and Sciences,History,,2008,954 NEH,Penguin,Gurugram,978-0143031031,599,10/25/2021 0:00,Book Paradise,642
Books,696,Discovery Of India,"Nehru, Jawaharlal.",RVUN22LB0100,School of Liberal Arts and Sciences,History,1,2004,954 NEH,Penguin,,978-0143031031,699,04/18/2022 0:00,Sapna Book House,642
Books,106,"The Argumentative Indian: Writings On Indianhistory, Culture And Identity","Sen, Amartya.",RVUN21LB0106,School of Liberal Arts and Sciences,History,1st ed.,2006,954 SEN,Penguin,New Delhi,978-0141012117,1791,10/25/2021 0:00,Book Paradise,409
Books,543,The Penguin History Of Early India: From The Origins To Ad 1300,"Thapar, Romila",RVUN21LB0663,School of Liberal Arts and Sciences,History of india,1st Ed,2015,954 THA,Penguin,,978-0143029892,399,03/29/2022 0:00,Book Paradise,556
Books,109,The Penguin History Of Early India: From The Origins To Ad 1300,"Thapar, Romila.",RVUN21LB0109,School of Liberal Arts and Sciences,History,1st ed.,2003,954 THA,Penguin,Gurgaon,9.78014E+12,399,10/25/2021 0:00,Book Paradise,556
Books,110,"Immortal India: Young Country, Timeless Civilisation, Non-Fiction, Amish Explores Ideas Th","Tripathi, Amish.",RVUN21LB0110,School of Liberal Arts and Sciences,History,,2017,954 TRI,Westland,New Delhi,9.78819E+12,275,10/25/2021 0:00,Book Paradise,188
Books,706,Immortal India : Young Country Timeless Civilisation,"Tripathi, Amish.",RVUN22LB0110,School of Liberal Arts and Sciences,Non fiction,1,2017,954 TRI,Westland,,978-8193432006,275,04/18/2022 0:00,Sapna book house,188
Books,600,Chanakya View,"Varma, Pavan K.",RVUN22LB0004,School of Liberal Arts and Sciences,History,1,2020,954 VAR,Westland,,9.78939E+12,699,04/17/2022 0:00,SK Publisher and Distributors,324
Books,92,Makers Of Modern India,"Guha, Ramachandra",RVUN21LB0092,School of Liberal Arts and Sciences,History,,2012,954.0099 GUH,Penguin,Gurugram,978-0143419242,599,10/25/2021 0:00,Book Paradise,549
